,content,score,at
3953,saya suka aplikasi yang ini daripada chatgpt,5,2024-05-31 13:23:17
7389,Nice app by Google This App Helping me Passing Any Others my Problems Thank You Google,5,2024-05-31 13:27:22
4007,aplikasi bagus berguna 😊,5,2024-05-31 13:31:24
8537,my Ai is Gemini,5,2024-05-31 14:09:48
3220,masih perlu banyak pengembangan,3,2024-05-31 14:26:26
3280,tidak bisa mendeskripsikan gambar seseorang!,1,2024-05-31 14:37:18
7764,keren,5,2024-05-31 15:36:38
8459,"I think this good app, but I'm not yet installing it. But I hope this app gives me higher accuracy",5,2024-05-31 15:51:28
3882,Sudah terbukti Gemini lebih istimewa dari yg lain.,5,2024-05-31 16:37:46
8630,good,5,2024-05-31 16:44:55
1086,"apaan baru juga download udah ga bisa di pake malah ada tulisan ""Ketersediaan Gemini diperluas secara bertahap ke lebih banyak bahasa, negara, dan akun. Pelajari lebih lanjut ketersediaannya."" KECEWA!",1,2024-05-31 17:08:03
8195,Terbaik,5,2024-05-31 17:16:26
4190,Ketika mesin lebih manusia daripada manusia 🦾,4,2024-05-31 19:32:08
4002,Membantu sih klo kataku,5,2024-05-31 21:38:04
3074,bagus AI ya respon sif bagus lebih baik dari pada cat GPT 4 AI INI MEBANTU BAGANET,5,2024-05-31 21:45:40
4144,saya ingin kamu konsisten dulu.,3,2024-05-31 22:23:16
4365,sangat berguna,5,2024-05-31 23:54:04
8266,bagus banget,5,2024-06-01 00:07:23
3296,Sangat mudah untuk di gunakan,5,2024-06-01 00:54:37
3636,membuat aktivitas semakin mudah,5,2024-06-01 01:20:05
7979,bagus,5,2024-06-01 01:23:21
3221,Tidak dapat menulis dengan jumlah karakter lebih banyak untuk membuat novel.,1,2024-06-01 01:44:18
8059,bagus,5,2024-06-01 02:50:50
7550,keren!!!!!,5,2024-06-01 03:03:04
2296,"Baru kali ini nemu ai yang responsif, mudah dipahami, faktual tapi rasanya tidak formal"" bgt, google gemini tergg✨",5,2024-06-01 03:11:25
7624,Bad,1,2024-06-01 03:31:15
3226,lumayan bagus tapi gk ada yg ngebuat foto ai jdi bintang 4 dlu,4,2024-06-01 03:32:08
4140,lumayan membantu,4,2024-06-01 03:54:29
3411,perlu perbaikan di berbagai sisi,4,2024-06-01 04:18:15
7800,mantab,5,2024-06-01 04:23:00
7903,jossss,5,2024-06-01 04:25:07
4314,baik dan bermanfaat,5,2024-06-01 04:25:26
3300,Wih makasih yang sudah membuat apk ini keren,5,2024-06-01 04:40:17
8179,membantu,5,2024-06-01 04:47:51
2221,"tidak bisa berbahasa indonesia,. bagus nya dr mana, org qt juga lum nherti bahasa linggis",1,2024-06-01 04:52:17
3281,Nyari materi apapun lebih mudah,5,2024-06-01 05:20:18
2332,"padahal aku pake bahasa Indonesia yg baik dan benar, aku memakai KBBI dan EYD. tapi kok tidak bisa mengerti sih dia?",1,2024-06-01 06:32:20
4151,BHS indo kok gak bisa,1,2024-06-01 06:57:58
8382,Cukup Responsif,5,2024-06-01 07:03:36
1124,"respon dan hasil jawabannya belum sempurna seperti Google pencarian sebelumnya, tingkatkan kembali algoritma pencarian informasinya.",3,2024-06-01 07:17:34
4053,sangat membantu sekali,5,2024-06-01 07:25:10
3884,bagus cuma masih belum sempurna,4,2024-06-01 07:45:18
1325,"Overall ini bagus kayak di keren aja gitu nama dan fitur2nya overrall bagus semua kayak AInya biasanya tapi yang cukup saya kecewakan adalah pas saya tanya siapa paman nabi yang melindungi saat nabi berdakwah awal2 Gemini jawabnya Abu lahab, cuman ini doang sih semoga diperbaiki. soalnya takut ada kesalah pahaman thx for this beatifull app google, thats all from me, wish you get better",3,2024-06-01 08:25:00
4121,"Baru coba,jadi kita lihat keadaan Gemini",5,2024-06-01 08:54:58
3250,Bagus sangat bermanfaat Semoga semakin berkembang lagi,5,2024-06-01 10:00:39
7431,Best AI for partner. Enjoy with Gemini ♊,5,2024-06-01 10:07:48
7801,lumayanlah,5,2024-06-01 10:51:20
7791,sugoii,5,2024-06-01 10:55:00
8355,sementara OKe,5,2024-06-01 11:06:56
366,"Yeah...best lah untuk sebuah AI dengan akselerasi bahasa yang sempurna...tapi ada beberapa kekurangan satu maupun dua yang harus diperbaiki. dari mulai search enginenya kurang relevan dengan ekspektasi yang seharusnya, dan juga ketika memulai topik pembicaraan dengan bahasa Indonesia namun jawaban yang diberikan oleh AI terotomatis menggunakan bahasa inggris. soo... mungkin ini bisa menjadi feedback bagi google👍👍👍👍👍♥️♥️♥️",5,2024-06-01 11:24:11
3849,Lumayan lah buat bicara sama AI,5,2024-06-01 11:49:51
3217,sangat membantu. semoga tetap konsisten,4,2024-06-01 11:57:09
7573,tidak akurat,1,2024-06-01 11:58:39
7968,keren,5,2024-06-01 12:08:52
4027,terus tingkatkan,5,2024-06-01 13:00:03
7966,Good,5,2024-06-01 13:02:32
7387,"I'm trying, lemme get some moment with Gemini",4,2024-06-01 13:04:55
8082,bagus,5,2024-06-01 13:12:21
1308,"mohon di kembangkan lebih bagus lagi serta bisa membantu saya dalam hp keadaan mati layar dan bermodal mendengar dan menjawab pertanyaan saya dan menyimpan semua informasi yg telah di tanyakan dan di sampaikan ke dalam driver sebagai memory online, dan melakukan tugas langsung dari pemilik sebagai contoh mencari informasi yg belum diketahui dengan mensains pertanyaan dgn informasi dan rumus data yg lengkap serta membuat evolusi mandiri",5,2024-06-01 13:22:22
3070,"Ini dia yang di tunggu2 bakal jadi rival nya chat GPT , era sekarang sudah semakin cangih menandakan hitungan mundur untuk kemunduran teknology",5,2024-06-01 13:29:00
2288,"teknologi AI ini sangat membantu banyak pekerjaan, kita sebagai manusia harus bisa terus memanfaatkan AI sebagai alat agar tidak tergerus perkembangan teknologi ini",5,2024-06-01 13:38:18
7586,👍🏻,4,2024-06-01 13:54:29
3218,aku menikmati menggunakan aplikasi ini untuk belajar berbahasa,5,2024-06-01 14:56:12
7780,Bagusss,5,2024-06-01 15:47:50
2870,keren sih responsenya tapi kalo dijadiin temen ngoding hasilnya masih ngehalu mungkin baru di develop kali ya wkwkwk,5,2024-06-01 16:24:58
7941,bagus,5,2024-06-01 16:36:22
7700,mantap,5,2024-06-01 17:37:16
3175,Sangat baik sekali dan bis membantu saya setiap akses tidak bagus,5,2024-06-01 18:01:12
2314,"sangat membantu, coba kalo generate image lebih keren lagi pastinya",5,2024-06-01 19:15:01
7447,bagus(terimakasih),5,2024-06-01 19:30:48
3442,lumayan meskipun ai nya agak kemana kemana cari nya,3,2024-06-01 20:40:43
8046,vreafe,5,2024-06-01 22:15:04
4017,bisa menjawab seperti AI,5,2024-06-01 23:05:25
8398,lumayan bagus,5,2024-06-01 23:20:00
2243,"saya suka sekali, sekarang saya punya teman mengobrol yg memberikan informasi berharga untuk pengembangan ilmu dan kemampuan saya.",5,2024-06-01 23:29:16
8334,good apps,5,2024-06-02 00:01:59
7559,"Satu ""keren""",5,2024-06-02 00:04:35
8122,keren,5,2024-06-02 00:33:55
8118,The Mantap,5,2024-06-02 00:38:37
7877,Good,5,2024-06-02 00:59:42
2972,sejauh ini masih menggunakannya untuk melakukan hal ringan dan simple,4,2024-06-02 01:13:55
3975,bagus sekali saya sangat menyukainya,5,2024-06-02 01:27:40
3860,"sangat membantu, dan aplikasi ini adalah zodiak saya 😁",5,2024-06-02 02:00:10
1251,"Tolong interface nya di buat lebih simple. Terlalu banyak ruang yg terbuang. Contohnya bagian bawah yg terlalu banyak memakan tempat, juga info nya gk penting buat di tampilkan.",3,2024-06-02 02:50:50
3977,Saya Suka Aplikasi Google Gemini!,5,2024-06-02 02:52:03
7842,keren,5,2024-06-02 03:26:02
2298,"Perlu diperbaiki respons bahasanya, sering berubah ke english",4,2024-06-02 04:00:27
7647,lumayan,5,2024-06-02 04:05:37
8387,Sangat bagus,5,2024-06-02 04:13:51
4051,sangat luar biasa,5,2024-06-02 05:03:41
1287,untuk sementara aplikasi ini sangat bagus dan membantu tapi jika ada perubahan ke arah iklan maka saya secara pribadi akan meng UNINSTALL aplikasi tersebut.,5,2024-06-02 05:31:09
3191,tidak dapat menggunakan bahasa indonesia,1,2024-06-02 05:37:43
8109,keren,5,2024-06-02 05:43:52
3938,Alamat Perkumpulan Marga Wang (Ong) Indonesia di : JL. Pluit Karang Barat Blok O6 Barat No. 12 B-C Jakarta Utara-14450 Indonesia,5,2024-06-02 05:50:17
7987,bagus,5,2024-06-02 06:28:21
4334,sangat membantu,5,2024-06-02 06:47:17
7746,recomend,5,2024-06-02 06:50:49
8246,👋⭐️⭐️⭐️⭐️⭐️👍,5,2024-06-02 07:41:20
4491,orang Islam cuy,5,2024-06-02 08:00:16
4165,Kenapa Gemini saya tidak tersedia?,1,2024-06-02 08:13:32
3215,sangat membantu dalam proses pembelajaran,5,2024-06-02 08:14:03
2237,"Mantap, brand besar tapi nggak lemot, cukup gesit menanggapi tren soal ai, ya semoga bisa maksimal pengembangan nya",5,2024-06-02 08:55:18
8042,bagus,5,2024-06-02 09:15:04
2609,"Masih belum sepowerful google assistant, terlalu dipaksakan.",1,2024-06-02 09:16:54
3710,semoga semakin maju dan memuaskan dan jgn jadi bahaya,5,2024-06-02 09:34:26
3289,semoga lebih Baik lagi dan terus di kembangkan.,5,2024-06-02 09:35:37
3945,Suka duka itu lah pembelajaran saya,5,2024-06-02 09:57:39
8141,keren,5,2024-06-02 10:05:12
7456,mantap,4,2024-06-02 10:10:49
8031,gaskeuun,5,2024-06-02 10:47:46
4475,Yg di tunggu2.. thanks,5,2024-06-02 11:08:11
3173,"Mengapa jika saya berbahasa indonesia,ai ini tidak dapat merespon,apa mungkin memang belum di kembangkan dalam bahasa indonesia?",3,2024-06-02 11:15:43
3936,keren di bacain sama mbak Google,5,2024-06-02 11:33:08
7629,oj,1,2024-06-02 11:39:47
3873,Bagus bet tapi kenapa inggris mulu cokkk,3,2024-06-02 11:45:08
8138,wow,5,2024-06-02 11:46:17
8230,keren..,5,2024-06-02 11:54:43
1018,"Aplikasi ini bagus tetapi ada yang kurang yakni tambahkan fitur writing juga karna lumayan bagus buat komikus atau penulis untuk mencari ide disini dan ini terobosan baru, jadi mohon perhatiannya",4,2024-06-02 12:18:41
8232,lancar.,5,2024-06-02 12:27:00
7988,excited,5,2024-06-02 12:36:20
4457,Bagus sekali,5,2024-06-02 13:01:04
3307,lebih baik & sangatlah mudah untuk dilakukan,5,2024-06-02 14:37:52
4309,bagus pake bngt,5,2024-06-02 15:41:02
3213,semoga bisa pake bahasa indonesia secepatnya,5,2024-06-02 16:03:55
2303,"tidak ada bahasa Indonesia, dan kurang akurat terhadap hasil penelusuran",1,2024-06-02 16:12:52
1265,"Biasanya, pake versi web, ternyata sudah ada aplikasinya, bagus sih, bisa bantu nyari ide dan informasi dengan detil, gak perlu nyari manual di google, tinggal minta informasi sama link wab nya.",5,2024-06-02 16:35:54
7750,good,5,2024-06-02 17:39:54
7521,kurang lengkap,1,2024-06-02 17:40:50
3831,sangat membantu saya dalam perkuliahan,5,2024-06-02 18:02:50
3196,"Gacor boss.. Pertanyaan yg sulit pun bisa dijawab Gemini dengan sangat detail menurut saya pribadi, Sukses terus!!!",5,2024-06-02 18:03:55
3331,sangat membantu saya dalam menjawab semua pertanyaan saya😁,5,2024-06-02 21:31:38
2887,"baguss..semoga sering diperbaharui, dan juga smakin smooth",5,2024-06-02 21:38:02
7664,ok,5,2024-06-02 22:19:38
1296,"Uninstall ya, kalo mau buka pencarian pake oke google kurang responsif ga kaya asisten google. Loadingnya jauh lebih lama dr asisten google.",2,2024-06-02 22:26:50
7381,"This application is very useful for me and I thank those of you who have made this application, I hope it continues to develop again",4,2024-06-02 22:53:56
3917,"bagus banget, sangat membantu",5,2024-06-02 23:58:28
8083,mantap,5,2024-06-03 00:09:14
3556,bagussss bisa buat spreadheet,5,2024-06-03 00:13:47
4267,baru tau ada aplikasinya,5,2024-06-03 00:27:31
7680,keren,5,2024-06-03 00:32:35
8421,Bagus keren,5,2024-06-03 00:33:02
7731,menyalaaaa,5,2024-06-03 00:33:16
7648,mantap,5,2024-06-03 01:06:40
4133,"Keren, memudahkan",5,2024-06-03 01:12:32
3995,"Bagus, membantu sekali..",5,2024-06-03 01:43:39
4295,bagus sekali,5,2024-06-03 01:47:04
4087,menurut sy ini sngat membantu.,5,2024-06-03 01:57:54
7601,awesome Smart and good,5,2024-06-03 04:47:54
3553,lumayan untuk mencari yang belum tahu,5,2024-06-03 04:57:38
4317,Sangat membantu,5,2024-06-03 05:56:18
3294,untuk sementar b4 duluh. apknya bagus,4,2024-06-03 06:02:01
7454,Useful,4,2024-06-03 06:38:52
8308,keren paraaaaahhhhh,5,2024-06-03 06:39:57
7388,already good but it can be better,4,2024-06-03 07:05:30
8284,ok lah,5,2024-06-03 07:22:43
3889,"coba Test mendasar dengan menanyakan hal ini ""1 + 1 * 0 hasilnya adalah""",5,2024-06-03 07:36:55
3560,setting jawaban bahasa mohon diperbarui,5,2024-06-03 07:59:04
4402,nggak bisa b indo,1,2024-06-03 08:04:40
4474,seperti chat gpt,3,2024-06-03 08:18:35
3887,"sangat membantu,terima kasih google😍",5,2024-06-03 09:31:43
7722,the best,5,2024-06-03 09:36:38
8440,👍,5,2024-06-03 09:40:00
3397,Harus update google dulu🗿ini aplikasi gak bisa berdiri sendirikah?,1,2024-06-03 09:53:48
3262,wah bener bener keren ini.bisa memberi bahasan bahasan yang saya perlukan.terima kasih,5,2024-06-03 10:28:38
7448,W55 es,4,2024-06-03 10:29:33
8110,mantap,5,2024-06-03 10:35:20
1314,"perbaiki respon jawaba kadang pakai bahasa inggris buka aplikasinya,sentuhannya lebih responsif lagi soalya agak lambat bacakan hasil jawaban menggunakan suara",4,2024-06-03 10:46:46
7681,keren,5,2024-06-03 11:22:32
8275,ok bosss,5,2024-06-03 12:18:22
1017,"sangat bagus, tapi tolong perbaiki ai nya karena setiap saya bertanya dengan bahasa Indonesia, ai nya seringkali menjawab dengan bahasa inggris dan ai belum bisa menganalisis foto dengan benar. Tolong diperbaiki",5,2024-06-03 12:46:53
7486,good,4,2024-06-03 13:04:55
4367,Ai nya tidak mengerti apa yang kita ingin kan,3,2024-06-03 13:07:40
8189,baik,5,2024-06-03 13:10:52
3734,hebat kaya akan solusi dan inspirasi buat saya,5,2024-06-03 13:12:02
7986,bagus,5,2024-06-03 13:44:41
7707,mantab,5,2024-06-03 14:18:45
3245,ditingkatkan lagi dibahasa Indonesia,4,2024-06-03 14:22:32
7615,ABSOLUTE VERY GOOD,5,2024-06-03 14:36:39
3852,belom bisa bahasa Indonesia,1,2024-06-03 14:53:51
8010,bagus,5,2024-06-03 15:30:46
7709,mantap,5,2024-06-03 16:00:13
3989,nice semoga kedepan bisa nice,3,2024-06-03 16:40:36
2226,"Yang ditunggu akhirnya rilis juga, cuman saran tolong jangan harus install google dulu baru bisa buka aplikasi ini, selebihnya untuk saat ini cukup baik",4,2024-06-03 17:17:32
3973,berfungsi sangat baik,5,2024-06-03 17:32:24
3986,Aplikasi yang sangat membantu,5,2024-06-03 17:33:04
8087,great,5,2024-06-03 18:43:50
2834,"Masih mencoba App Gemini, berharap dia bisa berkembang menjadi yang terbaik..",5,2024-06-03 19:27:50
7888,mantab,5,2024-06-03 19:47:01
3994,banayak kekuranagan bagusan google asistent,1,2024-06-03 23:06:07
3742,"sudah gratis, pintar lagi",5,2024-06-03 23:52:08
8330,thankies yaaa,5,2024-06-04 00:35:44
8219,Bagus.,5,2024-06-04 00:45:33
4198,memuaskan banget,5,2024-06-04 00:58:53
2254,Kereeenn Sumpah . udah lancar bahasa nya. cuma tinggal cara ubah nama manggil nya biar sesuai keinginan aja lagi. agar tidak monoton :),5,2024-06-04 01:16:18
4496,saya coba dahulu,3,2024-06-04 01:59:46
7837,Gemini,5,2024-06-04 02:02:55
3979,masih kurang lengkap,4,2024-06-04 02:32:35
3559,Kalau ditanya jawabannya lengkap daripada asisten google biasa,5,2024-06-04 03:55:22
2310,"ya Gemini baik, ram terpakai sedikit respon jawaban cepat saya suka.",5,2024-06-04 04:23:06
3776,banyak membantu pekerjaan profesi bloggers,5,2024-06-04 04:39:11
3914,Lebih mudah mencari jawaban disini 👍👍,5,2024-06-04 06:28:31
8120,good,5,2024-06-04 06:44:20
2259,"Aplikasinya lumayan, tapi masih butuh banyak perbaikan, kalau bisa ditambah vitur teks to image",4,2024-06-04 07:26:29
7927,bagus,5,2024-06-04 07:51:16
8239,good job,5,2024-06-04 08:08:08
8413,sangar Rek,5,2024-06-04 08:25:07
4375,suka sangat baik,5,2024-06-04 08:49:35
4067,"Aplikasi yang membantu,",5,2024-06-04 08:57:13
4088,Mantap slur AI nya canggih,5,2024-06-04 08:58:36
7818,oke,5,2024-06-04 09:15:44
2311,Bagus tinggal diperbanyak untuk bahasa nya terutama bahasa Indonesia,4,2024-06-04 09:23:55
4213,Sangat membantu,5,2024-06-04 10:37:50
4090,salam Solidaritas dan salam Loyalitas,5,2024-06-04 11:00:29
1198,"sangat bagus, UI rapi, fitur mantap, ada 1 fitur yang saya harap google bisa menambahkan ke gemini, yaitu fitur pilih text seperti di chat gpt 🙏",5,2024-06-04 11:06:09
3876,masih ada jawaban yang kurang benar,4,2024-06-04 11:53:41
7770,hebat,5,2024-06-04 12:12:00
7865,bagus,5,2024-06-04 12:58:12
4178,sangat bermanfaat,5,2024-06-04 14:38:46
1318,"Aplikasinya bagus banget tapi sayang sekali saat ingin menggunakan Gemini di web tiba tiba saja eror:(,mohon untuk pihak Gemini jangan eror lagi soalnya aplikasi ini sangat penting bagi saya",5,2024-06-04 14:49:00
4462,zodiak sy gemini😍,5,2024-06-04 16:43:30
3271,"jawaban selalu bhs Inggris,inginnua bs bhs Indonesia",4,2024-06-04 16:50:24
4159,Kok belum tersedia,1,2024-06-04 18:59:29
4025,sanhat bagus dan mendidik,5,2024-06-04 18:59:53
4195,sangat membantu,5,2024-06-04 19:10:49
4389,bahasa Jawa dong,5,2024-06-04 21:31:51
3202,Mudah dan cepat merespon! Sangat beemamfaat 🔥🔥,5,2024-06-04 22:23:24
3050,"Untuk fitur mengganti user masih belum bisa bekerja dengan baik, seperti saat saya ganti ke akun Gmail lain akun Gemini saya belum berganti",5,2024-06-04 23:17:43
4330,sangat membantu,5,2024-06-05 00:11:27
7459,ok,4,2024-06-05 01:28:04
7929,unlimited,5,2024-06-05 01:28:06
7539,Raiso jawab,1,2024-06-05 01:46:43
7442,99+ Silver Sea Layers,5,2024-06-05 02:41:57
3480,"harus masuk app untuk jawab, gak kayak assisten google",4,2024-06-05 02:53:16
2820,alat cerdas namun butuh keyword yang cerdas juga,5,2024-06-05 03:09:18
2239,"Hasil pencariannya masih belum akurat. Dimohon untuk perbaikannya segera, karena hasil terlalu tidak relevan 🙂",3,2024-06-05 03:13:21
7620,so far so good,5,2024-06-05 03:44:12
3843,sangat membantu dan berguna,5,2024-06-05 03:44:41
4247,Saya suka aplikasi ini 👍,5,2024-06-05 03:45:21
3854,untuk kemampuan Gamba ga akurat,3,2024-06-05 03:47:26
8326,good job,5,2024-06-05 03:55:32
3997,mantap.. sangat membantu,5,2024-06-05 04:17:38
8340,bagus banget,5,2024-06-05 04:27:32
7449,wow bagus,4,2024-06-05 04:35:47
4042,bagus bisa menjawab,5,2024-06-05 04:37:56
4045,"Sejauh ini, ini yang paling jauh",5,2024-06-05 04:50:20
7453,good,4,2024-06-05 05:27:15
3864,kasih bintang 5 dl sambil mencoba dan menilainya,5,2024-06-05 05:31:41
3939,sangat membantu saya dalam menjalankan tugas saya,5,2024-06-05 06:01:46
7990,good,5,2024-06-05 06:08:25
8552,bagus,5,2024-06-05 06:17:29
8369,good for now,5,2024-06-05 06:31:17
2822,"error mulu, di kasih pertanyaan bahasa indo error dia",1,2024-06-05 06:40:24
1022,"Lebih baik chatGPT, di Gemini gak bisa buat roleplaying karakter dengan gaya penulisan jawaban yang dikustomisasi. Saya ngasih nama Flora sebagai asisten pertanian dengan penulisan jawaban kustom, eh... pas saya suruh ngenalin diri ulang malah ngenalin dirinya Gemini lagi, dan gaya penulisannya juga tidak seperti yang saya inginkan...",2,2024-06-05 07:02:09
7438,Joz Gandoz Kothoz Kothoz Mak Njoz,5,2024-06-05 08:15:04
7923,bagus,5,2024-06-05 08:59:01
3312,Gemini ai (gemini 1.5 pro) belum seakurat gpt 4/4o dalam memberikan tanggapan dan jawaban🫠,3,2024-06-05 10:05:08
1247,Tampilan nya diperbaharui agar lebih simpel dan keren.dan kalo disuruh buka apk gak ada suara seperti google asistant.,4,2024-06-05 10:53:45
8095,jos,5,2024-06-05 11:06:16
3002,"Mantab, kalo boleh saran, hasil jawaban supaya bisa dicopy paste seperti Gemini versi browsernya. Mantab...👍🏻👍🏻👍🏻",5,2024-06-05 11:26:56
8136,keren,5,2024-06-05 11:47:26
3956,terus kan berkembang,5,2024-06-05 12:06:48
8222,ok mantap,5,2024-06-05 13:16:01
8305,Siip bagus,5,2024-06-05 13:26:18
4380,sangat membantu,5,2024-06-05 13:31:51
7424,GREAT!!!! NEW AI FOR GOOGLE I LOVE IT!,5,2024-06-05 14:38:21
7751,OK,5,2024-06-05 16:19:02
7641,Keren,5,2024-06-05 17:04:22
2238,Aplikasi Gemini (sebelumnya Bard) ini sangat membantu dalam menemukan ide-ide baru yang belum pernah terpikirkan sebelumnya.,5,2024-06-05 17:18:11
8539,Bagus. Bagus,5,2024-06-05 17:38:09
4479,Semoga bermanfaat,5,2024-06-05 19:20:21
7633,Jelek,1,2024-06-05 20:01:03
4118,aplikasinya mantap,5,2024-06-05 22:00:20
8396,luar biasa,5,2024-06-05 22:23:47
7427,"excellent, thanks google...",5,2024-06-05 23:37:12
